企業キー,法人番号,企業名,EDINETコード,証券コード,提出日,対象期間終了日,最新収集アプリver,データ整合性フラグ,分析候補,企業分類推定,総資産,純資産,負債,自己資本比率,営業利益,経常利益,当期利益,営業キャッシュフロー,投資キャッシュフロー,財務キャッシュフロー,現金及び現金同等物,ROE,平均年齢,平均年間給与,平均勤続年数,研究開発費,売上高・営業収益,従業員数,女性管理職比率,男性育休取得率,男女賃金差異_全労働者,男女賃金差異_正規,男女賃金差異_非正規,詳細業種1,詳細業種1信頼度,詳細業種2,詳細業種2信頼度,詳細業種3,詳細業種3信頼度,詳細業種候補,詳細業種根拠キーワード,しょくばらぼ_JOIN,しょくばらぼ_結合方法,しょくばらぼ_取得項目数,しょくばらぼ_企業名,しょくばらぼ_法人番号,しょくばらぼ_証券コード,しょくばらぼ_業種,しょくばらぼ_都道府県,しょくばらぼ_企業規模,しょくばらぼ_市場区分,しょくばらぼ_正社員の有給休暇取得日数_数値,しょくばらぼ_年次有給休暇取得率（全体）-取得率_数値,しょくばらぼ_年次有給休暇取得率（雇用管理区分）-取得率（一覧）_数値,しょくばらぼ_月平均所定外労働時間_数値,しょくばらぼ_対象労働者全体の月平均の法定時間外労働時間と法定休日労働時間の合計-平均残業時間（詳細）_数値,しょくばらぼ_平均の法定時間外労働60時間以上の労働者の数_数値,しょくばらぼ_男女の賃金の差異-全労働者_数値,しょくばらぼ_男女の賃金の差異-うち正規雇用労働者_数値,しょくばらぼ_男女の賃金の差異-うち非正規雇用労働者_数値,しょくばらぼ_正社員の平均継続勤務年数_数値,しょくばらぼ_従業員の平均年齢_数値,しょくばらぼ_管理職に占める女性の割合_数値,しょくばらぼ_役員に占める女性の割合_数値,しょくばらぼ_育児休業取得率（男性）-男性取得率（一覧）_数値,しょくばらぼ_育児休業取得率（女性）-女性取得率（一覧）_数値,しょくばらぼ_テレワーク制度-可否,しょくばらぼ_副業・兼業-可否,しょくばらぼ_多様な正社員制度-制度-職務限定正社員,しょくばらぼ_多様な正社員制度-制度-勤務地限定正社員,しょくばらぼ_多様な正社員制度-制度-短時間正社員,しょくばらぼ_研修制度-有無,しょくばらぼ_メンター制度-有無,しょくばらぼ_自己啓発支援制度-有無,しょくばらぼ_キャリアコンサルティング制度-有無,しょくばらぼ_社内検定制度-有無,しょくばらぼ_インターンシップの受入-可否,しょくばらぼ_職場見学・職場体験の受入-可否,しょくばらぼ_えるぼし認定-認定有無,しょくばらぼ_プラチナえるぼし認定-認定有無,しょくばらぼ_くるみん-認定有無,しょくばらぼ_プラチナくるみん-認定有無,しょくばらぼ_健康経営銘柄-認定有無,女性活躍DB_JOIN,女性活躍DB_結合方法,女性活躍DB_取得項目数,女性活躍DB_企業名,女性活躍DB_法人番号,女性活躍DB_証券コード,女性活躍DB_業種,女性活躍DB_業種(詳細分類),女性活躍DB_都道府県,女性活躍DB_企業規模,女性活躍DB_市場区分,女性活躍DB_5.男女別の育児休業取得率-男性(%)_数値,女性活躍DB_5.男女別の育児休業取得率-女性(%)_数値,女性活躍DB_6.一月当たりの労働者の平均残業時間-平均残業時間(時間)_数値,女性活躍DB_8.(1)年次有給休暇の取得率-対象労働者(%)_数値,女性活躍DB_8.(2)年次有給休暇の取得率(区)-有給休暇取得率(%)_数値,女性活躍DB_10.管理職に占める女性労働者の割合-割合(%)_数値,女性活躍DB_11.役員に占める女性の割合-割合(%)_数値,女性活躍DB_14.男女の賃金の差異1-全労働者(%)_数値,女性活躍DB_14.男女の賃金の差異2-うち正規雇用労働者(%)_数値,女性活躍DB_14.男女の賃金の差異3-うち非正規雇用労働者(%)_数値,女性活躍DB_フレックスタイム制度,女性活躍DB_在宅勤務・テレワーク,女性活躍DB_短時間勤務制度,女性活躍DB_病気・不妊治療休暇,女性活躍DB_年次有給休暇時間単位取得制度,女性活躍DB_データの最終更新日
corporate_number:2011001065541,2.011E+12,株式会社アカツキ,E32200,39320,2026/6/26,2026/3/31,0.11.24,,yes,operating_company_candidate,62325000000,45376000000,16949000000,0.723,7444000000,7618000000,5652000000,2693000000,-3283000000,3178000000,34242000000,0.131,37.8,9263000,6.7,506000000,25856000000,34,,,,,,ゲーム,0.42,SI/ITサービス,0.12,クラウド/SaaS,0.09,ゲーム:0.42 | SI/ITサービス:0.12 | クラウド/SaaS:0.09,"ゲーム, DX, プラットフォーム, マーケティング, 証券, モバイルゲーム, 人材, 店舗",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matched,company_name,27,株式会社アカツキ,7120101000434,,サービス業（他に分類されないもの）,サービス業（他に分類されないもの）,大阪府,101～300人,,,,,,,40.0,25.0,,,,,,,,,2026年01月05日
corporate_number:2011001066077,2.011E+12,ＫＩＹＯラーニング株式会社,E35790,73530,2026/3/24,2025/12/31,0.11.24,,yes,operating_company_candidate,4982125000,1601508000,3380617000,0.3215,304035000,303829000,294136000,726187000,-115258000,113000,4087310000,0.2029,39,7494041,3,,5031211000,118,0.205,1,,,,教育,0.19,クラウド/SaaS,0.18,広告/マーケティング,0.09,教育:0.19 | クラウド/SaaS:0.18 | 広告/マーケティング:0.09,"教育, クラウド, 人材, 不動産, システム開発, 広告, 研修, プラットフォーム",matched,corporate_number,97,ＫＩＹＯラーニング株式会社,2.011E+12,,O:教育，学習支援業,13:東京都,145人,,,,63.3,,8.5,,,,,,,15.6,0,50,,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,61,ＫＩＹＯラーニング株式会社,2011001066077,7353,教育、学習支援業,教育、学習支援業,東京都,101～300人,グロース（東証）,50.0,,8.5,,63.3,15.6,0.0,,,,フレックスタイム制度,在宅勤務・テレワーク,短時間勤務制度,,,2026年03月25日
corporate_number:2011001069625,2.011E+12,ｒａｋｕｍｏ株式会社,E35930,40600,2026/3/27,2025/12/31,0.11.24,,yes,operating_company_candidate,4170937000,1887017000,2283919000,0.448,428094000,428274000,272306000,510975000,-1579559000,606486000,1767739000,0.156,37.5,5500000,5.8,5892000,1830057000,61,,,,,,クラウド/SaaS,0.32,SI/ITサービス,0.16,人材/アウトソーシング,0.14,クラウド/SaaS:0.32 | SI/ITサービス:0.16 | 人材/アウトソーシング:0.14,"クラウド, 人材, SaaS, システム開発, ソフトウェア, インターネット, サブスクリプション, プラットフォーム",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:2011001073362,2.011E+12,株式会社交換できるくん,E35766,76950,2026/6/24,2026/3/31,0.11.24,,yes,operating_company_candidate,5690975000,2075612000,3615363000,0.36,176089000,182987000,91971000,217283000,-128291000,638822000,1562473000,0.049,35.5,5387000,5.2,,12600874000,79,,,,,,インターネット/メディア,0.2,建設,0.19,銀行,0.11,インターネット/メディア:0.20 | 建設:0.19 | 銀行:0.11,"施工, インターネット, 銀行, 証券, クレジット, コンテンツ, 人材, 広告",matched,corporate_number,53,株式会社交換できるくん,2.011E+12,7695,I:卸売業，小売業,13:東京都,140人,15,,,,,,,,,,,,21,20,100,100,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,36,株式会社交換できるくん,2011001073362,7695,卸売業、小売業,その他卸売業、小売業,東京都,101～300人,グロース（東証）,100.0,100.0,,,,21.0,20.0,,,,,在宅勤務・テレワーク,短時間勤務制度,,,2025年08月27日
corporate_number:2011001073585,2.011E+12,辻・本郷ＩＴコンサルティング株式会社,E40991,,2025/12/26,2025/9/30,0.11.24,,yes,operating_company_candidate,1672470000,1009717000,662753000,0.604,320471000,324468000,169485000,197234000,-14147000,-109568000,940339000,0.183,39.9,6209000,2.4,6280000,2124225000,86,,,,,,コンサル,0.25,人材/アウトソーシング,0.19,クラウド/SaaS,0.16,コンサル:0.25 | 人材/アウトソーシング:0.19 | クラウド/SaaS:0.16,"コンサルティング, コンサル, 人材, プラットフォーム, アウトソーシング, DX, リース, SaaS",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:2011001096933,2.011E+12,東急不動産ホールディングス株式会社,E27633,32890,2026/6/24,2026/3/31,0.11.24,,yes,operating_company_candidate,3.41905E+12,9.166E+11,2.50245E+12,0.263,1.66882E+11,1.47803E+11,96697000000,1.2948E+11,-1.64465E+11,55843000000,1.80546E+11,0.112,42.8,13199000,15.3,,1.24605E+12,105,,,,,,不動産/デベロッパー,0.36,旅行/レジャー,0.14,電力,0.1,不動産/デベロッパー:0.36 | 旅行/レジャー:0.14 | 電力:0.10,"不動産, ホテル, 戦略, 証券, 賃貸, 再生可能エネルギー, 分譲, リゾート",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matched,company_name,51,東急不動産株式会社,7011001016580,,不動産業、物品賃貸業,不動産業、物品賃貸業,東京都,1001～5000人,,100.0,,,,,8.4,,57.1,60.1,50.1,フレックスタイム制度,在宅勤務・テレワーク,短時間勤務制度,病気・不妊治療休暇,,2026年06月19日
corporate_number:2011001096974,2.011E+12,株式会社ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,E35767,73520,2025/11/27,2025/8/31,0.11.24,,yes,operating_company_candidate,9947870000,3467931000,6479938000,0.337,819999000,807250000,494316000,749693000,-1278120000,1387432000,4557240000,0.159,32.4,5524000,2.5,,18077366000,54,,,0.736,0.709,1.351,コンサル,0.26,広告/マーケティング,0.18,SI/ITサービス,0.17,コンサル:0.26 | 広告/マーケティング:0.18 | SI/ITサービス:0.17,"コンサルティング, コンサル, マーケティング, 人材, 広告, 受託開発, 教育, 戦略",matched,corporate_number,41,株式会社ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,2.011E+12,,R:サービス業（他に分類されないもの）,13:東京都,170人,,,,,,,,89.7,90.9,118.2,,,25,,,,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,company_name,30,株式会社TWOSTONE&Sons,2011001096974,,サービス業（他に分類されないもの）,サービス業（他に分類されないもの）,東京都,101～300人,,,,,,,25.0,,89.7,90.9,118.2,,,,,,2026年03月16日
corporate_number:2011001097163,2.011E+12,ＴＤＳＥ株式会社,E34487,70460,2026/6/26,2026/3/31,0.11.24,,yes,operating_company_candidate,2979065000,2375379000,603686000,0.797,214286000,232482000,174566000,193532000,7559000,-22116000,2143904000,0.076,36.4,6771000,4.5,43304000,3005502000,170,0.032,1,0.853,0.863,0.919,コンサル,0.37,教育,0.13,インターネット/メディア,0.08,コンサル:0.37 | 教育:0.13 | インターネット/メディア:0.08,"コンサルティング, コンサル, 教育, 戦略, メディア, マーケティング, 人材, DX",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:2011001099829,2.011E+12,クラシル株式会社,E40236,299A0,2026/6/23,2026/3/31,0.11.24,,yes,operating_company_candidate,16919698000,13246050000,3673647000,0.783,3463148000,3507471000,2461113000,2869146000,-355800000,177198000,11599617000,0.186,31.8,6417000,2.8,,17001320000,219,0.352,0.857,0.549,0.702,0.969,広告/マーケティング,0.21,インターネット/メディア,0.19,食品/飲料,0.18,広告/マーケティング:0.21 | インターネット/メディア:0.19 | 食品/飲料:0.18,"広告, 小売, 食品, 飲料, メディア, プラットフォーム, マーケティング, 戦略",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matched,security_code,35,株式会社アイダ設計,9030001000566,2990,建設業,住宅,埼玉県,1001～5000人,その他,,,,,,5.1,8.3,61.8,65.6,19.5,,,短時間勤務制度,,年次有給休暇時間単位取得制度,2026年06月08日
corporate_number:2011001107558,2.011E+12,株式会社インバウンドプラットフォーム,E38864,55870,2025/12/19,2025/9/30,0.11.24,,yes,operating_company_candidate,2705797000,1423890000,1281907000,0.525,296720000,290906000,202771000,616024000,-360321000,55308000,920874000,0.143,37.7,5424000,3.03,,3006963000,63,,,,,,旅行/レジャー,0.28,インターネット/メディア,0.17,広告/マーケティング,0.14,旅行/レジャー:0.28 | インターネット/メディア:0.17 | 広告/マーケティング:0.14,"メディア, 旅行, 不動産, 観光, 広告, マーケティング, プラットフォーム, 証券",matched,corporate_number,20,株式会社インバウンドプラットフォーム,2.011E+12,,R:サービス業（他に分類されないもの）,13:東京都,63人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:2011001109488,2.011E+12,ＨＵＭＡＮ ＭＡＤＥ株式会社,E41076,456A0,2026/4/28,2026/1/31,0.11.24,,yes,operating_company_candidate,14514263000,11800295000,2713967000,0.813,4531009000,4333919000,2941124000,3125080000,-1303848000,2642981000,9973282000,0.328,32.4,6198000,2.2,,14273231000,193,0,0.6,0.819,0.879,0.654,アパレル/化粧品,0.17,小売,0.15,広告/マーケティング,0.14,アパレル/化粧品:0.17 | 小売:0.15 | 広告/マーケティング:0.14,"アパレル, 広告, 店舗, EC, 飲食店, 卸売, 戦略, SNS",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:2011001127135,2.011E+12,株式会社ファインズ,E37482,51250,2025/9/29,2025/6/30,0.11.24,,yes,operating_company_candidate,2737965000,2188996000,548968000,0.794,334167000,345576000,233710000,278676000,-18246000,-61479000,1962108000,0.112,28.8,4560747,2.9,1200000,2685382000,256,,,,,,クラウド/SaaS,0.22,広告/マーケティング,0.14,コンサル,0.13,クラウド/SaaS:0.22 | 広告/マーケティング:0.14 | コンサル:0.13,"クラウド, マーケティング, 人材, DX, プラットフォーム, コンサルティング, コンサル, リース",matched,corporate_number,31,株式会社ファインズ,2.011E+12,,G:情報通信業,13:東京都,249人,,,,,,,,71.6,80,92,,,,,,,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,27,株式会社ファインズ,2011001127135,5125,情報通信業,情報通信業,東京都,101～300人,グロース（東証）,,,,,,,,71.6,80.0,92.0,,,,,,2025年04月21日
corporate_number:2011001127358,2.011E+12,株式会社ｖｉｓｕｍｏ,E40223,303A0,2026/6/16,2026/3/31,0.11.24,,yes,operating_company_candidate,1014118000,688521000,325597000,0.677,81757000,83074000,72720000,155130000,-219133000,-5835000,306659000,0.106,31.6,6343767,2.3,10182000,973156000,50,,,,,,広告/マーケティング,0.24,クラウド/SaaS,0.16,インターネット/メディア,0.15,広告/マーケティング:0.24 | クラウド/SaaS:0.16 | インターネット/メディア:0.15,"マーケティング, プラットフォーム, 人材, リース, メディア, EC, SNS, 店舗",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matched,security_code,44,株式会社ハブ,8010001087103,3030,宿泊業、飲食サービス業,ホテル,東京都,1001～5000人,スタンダード（東証）,92.9,100.0,17.0,,66.9,11.3,,62.2,79.1,95.6,,,短時間勤務制度,,,2026年06月23日
corporate_number:2011101000803,2.0111E+12,株式会社アサンテ,E27303,60730,2026/6/16,2026/3/31,0.11.24,,yes,operating_company_candidate,13978805000,9608453000,4370352000,0.686,835553000,837313000,274391000,376705000,-106378000,-624644000,6751814000,0.028,41.8,5834000,13,15000000,14355750000,983,,0.667,0.491,0.52,0.462,建設,0.2,化学,0.19,証券,0.13,建設:0.20 | 化学:0.19 | 証券:0.13,"樹脂, 施工, 証券, 人材, 教育, センサ, 機械, 保険",matched,corporate_number,60,株式会社アサンテ,2.0111E+12,,R:サービス業（他に分類されないもの）,13:東京都,983人,,,,,,,,49.1,52,46.2,,,,,66.7,100,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,44,株式会社アサンテ,2011101000803,6073,サービス業（他に分類されないもの）,サービス業（他に分類されないもの）,東京都,501～1000人,プライム（東証）,66.7,100.0,,,,,,49.1,52.0,46.2,,,,,,2026年05月12日
corporate_number:2011101006189,2.0111E+12,株式会社ケイブ,E05449,37600,2025/8/28,2025/5/31,0.11.24,,yes,operating_company_candidate,13248570000,6266838000,6981732000,0.388,1133685000,1131607000,246488000,922451000,-1347438000,279646000,6192360000,0.049,40.4,4925000,11.5,118658000,13969156000,42,,,,,,ゲーム,0.51,インターネット/メディア,0.23,証券,0.09,ゲーム:0.51 | インターネット/メディア:0.23 | 証券:0.09,"ゲーム, 動画配信, インターネット, 証券, オンラインゲーム, 広告, コンテンツ, 人材",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:2011101009695,2.0111E+12,ジョルダン株式会社,E05336,37100,2025/12/26,2025/9/30,0.11.24,,yes,operating_company_candidate,5502462000,4602885000,899576000,0.833,45658000,258244000,261735000,322270000,-82942000,-40520000,3222306000,0.058,43.3,5134000,12.8,127712000,2834256000,141,,,,,,インターネット/メディア,0.23,広告/マーケティング,0.17,旅行/レジャー,0.11,インターネット/メディア:0.23 | 広告/マーケティング:0.17 | 旅行/レジャー:0.11,"広告, インターネット, 旅行, リース, メディア, 飲食店, 鉄道, 証券",matched,corporate_number,35,ジョルダン株式会社,2.0111E+12,,G:情報通信業,13:東京都,164人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,26,ジョルダン株式会社,2011101009695,3710,情報通信業,情報通信業,東京都,101～300人,,,,,,,,,,,,,,,,,2024年06月17日
corporate_number:2011101011783,2.0111E+12,ＤＡＩＫＯ ＸＴＥＣＨ株式会社,E02683,80230,2026/6/24,2026/3/31,0.11.24,,yes,operating_company_candidate,28038574000,13753237000,14285336000,0.491,1903808000,1991048000,1442780000,754318000,-144551000,-1085791000,9976892000,0.109,44,7565324,17,,42500540000,761,0.084,0.4,0.769,0.751,0.837,ソフトウェア,0.34,コンサル,0.25,人材/アウトソーシング,0.15,ソフトウェア:0.34 | コンサル:0.25 | 人材/アウトソーシング:0.15,"ソフトウェア, コンサルティング, コンサル, 派遣, アプリケーション, 保険, 施工, 証券",matched,corporate_number,116,ＤＡＩＫＯ　ＸＴＥＣＨ株式会社,2.0111E+12,,G:情報通信業,13:東京都,773人,,,59.8,59.8,,12.5,,74.9,74.9,,,,7.9,17,38,100,,,,,,,,,,,,,0:無,0:無,1:有,0:無,0:無,matched,security_code,79,DAIKO XTECH株式会社,2011101011783,8023,情報通信業,情報通信業,東京都,501～1000人,プライム（東証）,38.0,100.0,12.5,59.8,59.8,7.9,17.0,74.9,74.9,,,在宅勤務・テレワーク,短時間勤務制度,病気・不妊治療休暇,年次有給休暇時間単位取得制度,2025年07月11日
corporate_number:2011101016254,2.0111E+12,日本光電工業株式会社,E01903,68490,2026/6/24,2026/3/31,0.11.24,,yes,operating_company_candidate,2.56538E+11,1.79824E+11,76714000000,0.701,18745000000,22544000000,14513000000,21055000000,-8285000000,-11599000000,45637000000,0.081,42.6,9430148,15.8,7453000000,2.35099E+11,3768,0.085,0.821,0.711,0.737,0.46,ソフトウェア,0.27,保険,0.11,計測/制御,0.1,ソフトウェア:0.27 | 保険:0.11 | 計測/制御:0.10,"ソフトウェア, 保険, 医療機器, 情報システム, 計測, 証券, バイオ, 派遣",matched,corporate_number,115,日本光電工業株式会社,2.0111E+12,,E:製造業,13:東京都,3463人,,,,47.7,,8.2,,70.6,75.2,63.8,,,8.1,11.1,51.4,100,,,,,,,,,,,,,1:有,0:無,1:有,0:無,0:無,matched,security_code,80,日本光電工業株式会社,2011101016254,6849,電子部品・デバイス・電子回路・電気機械器具・情報通信機械器具製造業,電子部品・デバイス・電子回路・電気機械器具・情報通信機械器具製造業,東京都,1001～5000人,プライム（東証）,51.4,100.0,8.2,,47.7,8.1,11.1,70.6,75.2,63.8,フレックスタイム制度,在宅勤務・テレワーク,短時間勤務制度,病気・不妊治療休暇,年次有給休暇時間単位取得制度,2025年08月29日
corporate_number:2011101016386,2.0111E+12,日本精鉱株式会社,E00026,57290,2026/6/24,2026/3/31,0.11.24,,yes,operating_company_candidate,24729706000,15446990000,9282715000,0.625,6080784000,6025390000,4214750000,7619449000,-1053365000,-2016887000,6682480000,0.308,44.5,7922245,16.8,88636000,40866654000,86,0.071,,0.782,0.892,0.639,素材/材料,0.13,自動車,0.13,自動車部品,0.13,素材/材料:0.13 | 自動車:0.13 | 自動車部品:0.13,"自動車, 材料, 銅, 電子部品, 自動車部品, 樹脂, 証券, 賃貸",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:2011101020140,2.0111E+12,松田産業株式会社,E02821,74560,2026/6/23,2026/3/31,0.11.24,,yes,operating_company_candidate,2.27771E+11,1.19049E+11,1.08721E+11,0.52,22437000000,23549000000,16753000000,-8961000000,-4448000000,16274000000,14501000000,0.154,39.7,6808000,12.1,530000000,6.87843E+11,1238,0.035,0.73,0.777,0.798,0.787,食品/飲料,0.22,素材/材料,0.17,半導体,0.13,食品/飲料:0.22 | 素材/材料:0.17 | 半導体:0.13,"食品, 材料, 半導体, 電子部品, 物流, 半導体製造装置, 証券, 化学",matched,corporate_number,26,松田産業株式会社,2.0111E+12,,I:卸売業，小売業,13:東京都,1179人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:2011101020470,2.0111E+12,ＭＩＣ株式会社,E40154,300A0,2026/6/22,2026/3/31,0.11.24,,yes,operating_company_candidate,12440074000,9318878000,3121196000,0.748,1686114000,1742657000,1230940000,360039000,-1127690000,214144000,3107653000,0.14,33.2,5877000,6.8,3000,15092432000,361,0.34,1,0.714,0.877,0.997,小売,0.14,物流,0.13,コンサル,0.1,小売:0.14 | 物流:0.13 | コンサル:0.10,"物流, 外食, クラウド, ドラッグストア, 小売, 食品, 販促, 製薬",matched,corporate_number,99,ＭＩＣ株式会社,2.0111E+12,,R:サービス業（他に分類されないもの）,13:東京都,732人,,,,69.7,,31.2,,72.1,88,94,,,23.5,16.7,20,100,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:2011101022797,2.0111E+12,リリカラ株式会社,E02743,98270,2026/3/26,2025/12/31,0.11.24,,yes,operating_company_candidate,20315503000,8122418000,12193084000,0.4,800612000,727684000,523018000,1555669000,81992000,-947627000,3976298000,0.064,43,5686575,16,,33207091000,545,0.136,1.6,0.72,0.78,0.82,不動産/デベロッパー,0.66,証券,0.12,建設,0.1,不動産/デベロッパー:0.66 | 証券:0.12 | 建設:0.10,"不動産, 賃貸, 証券, 施工, 原油, 石油, 化学",matched,corporate_number,82,リリカラ株式会社,2.0111E+12,,I:卸売業，小売業,13:東京都,534人,,,,,,,,66,73,78,,,12.4,9.1,87.5,100,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,59,リリカラ株式会社,2011101022797,9827,卸売業、小売業,商社,東京都,501～1000人,スタンダード（東証）,87.5,100.0,,58.5,,12.4,9.1,66.0,73.0,78.0,フレックスタイム制度,在宅勤務・テレワーク,短時間勤務制度,,,2025年06月25日
corporate_number:2011101023151,2.0111E+12,キャリアリンク株式会社,E26839,60700,2026/6/26,2026/3/31,0.11.24,,yes,operating_company_candidate,22501774000,16013417000,6488357000,0.709,3895177000,3915136000,2588812000,2548932000,-275286000,-1681037000,11316883000,0.169,38.3,5297000,4.4,,44642486000,706,0.141,0.773,0.831,0.854,1.015,人材/アウトソーシング,0.35,教育,0.14,広告/マーケティング,0.13,人材/アウトソーシング:0.35 | 教育:0.14 | 広告/マーケティング:0.13,"人材, 派遣, マーケティング, 自動車, 食品, 教育, 研修, 信販",matched,corporate_number,72,キャリアリンク株式会社,2.0111E+12,,R:サービス業（他に分類されないもの）,13:東京都,771人,,,,68.4,,,,80.7,87.4,95.5,,,,,,,,,,,,,,,,,,,1:有,0:無,0:無,0:無,0:無,matched,security_code,60,キャリアリンク株式会社,2011101023151,6070,サービス業（他に分類されないもの）,サービス業（他に分類されないもの）,東京都,501～1000人,プライム（東証）,,,,,68.4,,,80.7,87.4,95.5,,,,,,2025年10月01日
corporate_number:2011101033968,2.0111E+12,ヒューマンホールディングス株式会社,E05428,24150,2026/6/24,2026/3/31,0.11.24,,yes,operating_company_candidate,52146109000,19532177000,32613931000,0.375,3614109000,3887551000,2216695000,3282582000,-764963000,-1231699000,29131791000,0.118,46.4,6187812,13.4,,1.02539E+11,132,0.125,1,0.749,0.749,1.269,人材/アウトソーシング,0.27,医療/介護,0.27,教育,0.21,人材/アウトソーシング:0.27 | 医療/介護:0.27 | 教育:0.21,"介護, 人材, 教育, 証券, 派遣, インターネット, 保険, 研修",matched,corporate_number,44,ヒューマンホールディングス株式会社,2.0111E+12,,R:サービス業（他に分類されないもの）,13:東京都,183人,,,,,,,,74.3,73.5,94.1,,,,,,,,,,,,,,,,,,,1:有,0:無,0:無,0:無,0:無,matched,security_code,38,ヒューマンホールディングス株式会社,2011101033968,2415,サービス業（他に分類されないもの）,サービス業（他に分類されないもの）,東京都,101～300人,スタンダード（東証）,,,,,,,,74.3,73.5,94.1,,,,,,2026年01月21日
corporate_number:2011101046458,2.0111E+12,クオンタムソリューションズ株式会社,E05315,23380,2026/5/28,2026/2/28,0.11.24,"営業利益の絶対値が売上高を超過(営業利益=-704294000.0, 売上高=266756000.0)",yes,operating_company_candidate,2703501000,-343094000,3046595000,-0.223,-704294000,-2526641000,-2546331000,-704735000,-3989674000,4746919000,192468000,,41.9,5557000,1.7,,266756000,9,,,,,,ゲーム,0.23,教育,0.18,クラウド/SaaS,0.12,ゲーム:0.23 | 教育:0.18 | クラウド/SaaS:0.12,"ゲーム, クラウド, 教育, 戦略, 店舗, 化粧品, 電力, 研修",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:2011101049188,2.0111E+12,ベルトラ株式会社,E34508,70480,2026/3/23,2025/12/31,0.11.24,,yes,operating_company_candidate,9323407000,2969777000,6353630000,0.283,105125000,99426000,140537000,920212000,-388246000,46000,5686926000,0.056,38.4,5860612,5.6,,4581627000,141,0.371,1,0.671,0.746,1.083,旅行/レジャー,0.35,広告/マーケティング,0.24,外食,0.1,旅行/レジャー:0.35 | 広告/マーケティング:0.24 | 外食:0.10,"旅行, 観光, マーケティング, 広告, レストラン, インターネット, 証券, SNS",matched,corporate_number,91,ベルトラ株式会社,2.0111E+12,,N:生活関連サービス業，娯楽業,13:東京都,200人,,,,,,,,67.1,74.6,108.3,,,16.7,0,,,,,,,,,,,,,,,1:有,0:無,0:無,0:無,0:無,matched,company_name,71,ベルトラ株式会社,2011101049188,,生活関連サービス業、娯楽業,生活関連サービス業、娯楽業,東京都,101～300人,,,,,,,16.7,0.0,67.1,74.6,108.3,フレックスタイム制度,在宅勤務・テレワーク,,病気・不妊治療休暇,,2026年03月30日
